"Point.est.","Upper.C.I.","site","pft","model","param"
1.00029914462768,1.00248277613725,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","int_plot_sd"
1.00403484749217,1.01171502147329,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","int_tree_sd"
1.00024422280442,1.00240573164234,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","obs_sd"
1.00241153567162,1.00550089282744,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","res_sd"
1.00322775217824,1.01314585479123,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_cwd[Burn]"
1.00072493598606,1.00074151445596,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_cwd[Burn+Thin]"
1.00261738597874,1.00398630916516,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_cwd[Thin]"
1.00112799239656,1.00753471204641,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_mean[Burn]"
1.00119489617332,1.0042304827967,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_mean[Burn+Thin]"
0.999867127145784,1.0003694656083,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_mean[Thin]"
1.00051119962181,1.00360604582558,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_size[Burn]"
0.99947751431253,0.999483570745225,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_size[Burn+Thin]"
1.00121100486803,1.00812025237403,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize","treat_size[Thin]"
1.00025430312214,1.00099474403726,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","int_overall"
1.00006543257431,1.00044619166046,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","d2_size"
0.999953234913787,0.999967811844615,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","slope_size"
0.999998493977055,0.999999759122428,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","betaCWD"
1.00009785570996,1.00009907507801,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","int_plot_sd"
1.00010779126579,1.00037096652608,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","int_tree_sd"
0.999989135752708,0.999994429891019,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","obs_sd"
1.00022084941476,1.0002278704956,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","res_sd"
1.00000235335285,1.00006782063314,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","treat_cwd[Burn]"
1.00016036999699,1.00100935960442,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","treat_mean[Burn]"
1.00003457676415,1.00025795753934,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior","treat_size[Burn]"
1.00431059422571,1.00761353088302,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","int_overall"
1.00008358504849,1.00044530010214,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","d2_size"
1.00015689064432,1.0007567291209,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","slope_size"
1.02865481427144,1.03473441831116,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","betaCWD"
1.05781386432905,1.11113909844724,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","int_plot_sd"
1.00056890572627,1.00199180141781,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","int_tree_sd"
1.00069059412413,1.00200064307163,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","obs_sd"
1.00061382874095,1.00317020090664,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","res_sd"
1.05820660487009,1.07610861425129,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","treat_cwd[Thin]"
1.00718994518875,1.01117913227449,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","treat_mean[Thin]"
1.00000518307171,1.0000236627058,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior","treat_size[Thin]"
