"variable","mean","low_ci","high_ci","sd","naive_se","timeseries_se","site","pft","model","variance"
"int_overall",-2.13066152284403,-2.54636446161202,-1.74998072239994,0.199867628574595,0.00115584501186341,0.00577682672695716,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0399470689520323
"d2_size",-0.504076995852327,-0.730867352909403,-0.288286582279264,0.112325370828233,0.000649583529376121,0.00209956020257816,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0126169889317001
"slope_size",0.259102492598638,0.0168324212592887,0.509370668979797,0.125168237837006,0.000723854505001245,0.00231740687254606,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0156670877632213
"betaCWD",-0.380064007717927,-0.761235426593389,-0.0605009611448853,0.177527651521609,0.00102665174917255,0.00632151772256449,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0315160670547778
"int_plot_sd",0.203740614083622,0.0551730937724148,0.389003956190553,0.0838784026378196,0.000485073215624863,0.001162888333975,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.00703558642907218
"int_tree_sd",0.563586123098818,0.47185686539101,0.653567700106003,0.0460213862691712,0.000266144098159486,0.00122058386049651,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.00211796799413626
"obs_sd",1.76529202204148,1.69675150380371,1.83670029966645,0.0356924613628441,0.000206411381981117,0.000433336036615851,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.00127395179813812
"res_sd",0.592837103274209,0.271570568352783,0.898810703669452,0.163104543663929,0.000943242157575554,0.0115319125464478,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0266030921638185
"treat_cwd[None]",0,0,0,0,0,0,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_cwd[Burn]",0.364408894530695,-0.0396751390521598,0.803905590059613,0.21261149763753,0.00122954347715909,0.00727352635454022,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0452036489276734
"treat_cwd[Burn+Thin]",0.0832165385529511,-0.319293953226559,0.51926893183315,0.212742125732464,0.00123029890630494,0.00675774911204682,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0452592120611675
"treat_cwd[Thin]",0.319855754614263,-0.0582658124278894,0.742229723215762,0.202893007724948,0.00117334093866691,0.00683822609735274,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0411655725836758
"treat_mean[None]",0,0,0,0,0,0,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_mean[Burn]",0.207236827466764,-0.263757457014505,0.726418989027296,0.248335804011741,0.00143613902051643,0.00609621607177777,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0616706715541578
"treat_mean[Burn+Thin]",0.634968942241916,0.198278337590473,1.11869061461067,0.229692702026891,0.00132832498085163,0.00616836912757141,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0527587373644141
"treat_mean[Thin]",0.566475536450822,0.119418906704365,1.04321214993419,0.229566951772998,0.00132759776051716,0.00593740074347251,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.052700985346346
"treat_size[None]",0,0,0,0,0,0,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_size[Burn]",-0.230588330531918,-0.522713266074524,0.0579884929572005,0.148525995433817,0.000858933646126455,0.00220817831691688,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0220599713196062
"treat_size[Burn+Thin]",-0.287491011195195,-0.542425016885288,-0.032965816476915,0.129918451444393,0.000751325240220057,0.00206135941338217,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0168788040257091
"treat_size[Thin]",-0.20139780585372,-0.450803858833743,0.0490190015919076,0.127925783024954,0.000739801533908372,0.00220561357123806,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize",0.0163650059625476
"int_overall",-1.57042823535504,-1.84257052003181,-1.32304985592342,0.131869151671478,0.00302449000683575,0.00354439074629295,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0173894731625553
"d2_size",-0.550284695455759,-0.638433723602972,-0.463611501579356,0.0441806686629186,0.00101330742764777,0.000959193029644986,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0019519314835026
"slope_size",0.73740993146015,0.617731802132355,0.860754663523138,0.0632448736031057,0.00145055523427286,0.00145055523427286,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00399991403707282
"betaCWD",-0.238931150405043,-0.40206109405758,-0.0912908192004141,0.0803029871066694,0.0018417922534927,0.00224762399375094,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00644856973825391
"int_plot_sd",0.191066969965204,0.110378015798145,0.309380805196684,0.051899558348979,0.00119034431931989,0.00123666438667586,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00269356415681908
"int_tree_sd",0.19953269119286,0.104352839030429,0.275070328953506,0.0449408072243601,0.00103074161489892,0.00178272463492235,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0020196761539771
"obs_sd",1.71071138151479,1.64901192073505,1.77365631348355,0.0323329221690177,0.000741572981644832,0.000741572981644832,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00104541785598776
"res_sd",0.948712347619543,0.855815976788651,1.04465223869359,0.047800375261862,0.00109632734775354,0.00187563548192721,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00228487587517483
"treat_cwd[None]",0,0,0,0,0,0,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_cwd[Burn]",0.0444470936379209,-0.157997515865379,0.252622956175767,0.10401668207737,0.00238567861777837,0.00263994201640112,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0108194701503847
"treat_cwd[Burn+Thin]",0.200821157273211,0.00380725458677717,0.411790390653111,0.104950020582786,0.002407085239015,0.00263228702144604,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0110145068203272
"treat_cwd[Thin]",0.137260835666143,-0.0242058521113473,0.315498381491197,0.08929461601367,0.00204802010458368,0.002370658290669,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00797352844902877
"treat_mean[None]",0,0,0,0,0,0,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_mean[Burn]",0.0615981722084593,-0.292818173163028,0.41295992896224,0.173497362229304,0.00397925543331141,0.00426510558512447,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0301013347005263
"treat_mean[Burn+Thin]",0.555444867105804,0.244219244605441,0.876500080190277,0.155418926685992,0.00356461677865327,0.00367745675895387,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0241550427722258
"treat_mean[Thin]",0.546321813725259,0.245146359833086,0.856413493511511,0.152923588449348,0.00350738485242379,0.00378648232354425,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.0233856239042256
"treat_size[None]",0,0,0,0,0,0,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0
"treat_size[Burn]",-0.229870299838088,-0.362270932587519,-0.102005643976328,0.0666045222012625,0.00152761058408598,0.00152761058408598,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00443616237765847
"treat_size[Burn+Thin]",-0.416619701545326,-0.550440975646145,-0.276375064676975,0.0711598265455585,0.00163208894231294,0.00163208894231295,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00506372091399397
"treat_size[Thin]",-0.434560069202799,-0.541022146141895,-0.32575646674218,0.055786724300517,0.00127949856370775,0.00127949856370775,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize",0.00311215860818189
"int_overall",-1.53339840272345,-1.98421321774582,-1.08796813022092,0.227982960951298,0.00163257803320921,0.00179926973238233,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0519762304841211
"d2_size",-0.303197430209092,-0.669928947389812,0.0702180140852448,0.187092124218293,0.00133976017729888,0.00137582046134537,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0350034629445132
"slope_size",0.161004904786222,-0.237984705436611,0.540230117128797,0.198178016923629,0.0014191458683774,0.00148206661258039,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0392745263917822
"betaCWD",-0.0307919913602418,-0.149135258124889,0.0843266463625151,0.0592726837867068,0.000424449621654861,0.000424449621654861,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00351325104327893
"int_plot_sd",0.192590396298835,0.133021940733565,0.250698202197466,0.0298391994748996,0.000213677466894885,0.000213677466894885,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.000890377825302849
"int_tree_sd",0.755890395928749,0.573230729384698,0.99196750085325,0.106896236171245,0.000765480219564301,0.000779686584029862,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0114268053075786
"obs_sd",0.605037747891483,0.518338691278609,0.698270070659068,0.0462276837575011,0.000331034831347596,0.000377275850048247,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00213699874558353
"res_sd",0.536095206349515,0.359037973969156,0.709090229041996,0.0894570072870271,0.000640598509660708,0.000897068292702087,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00800255615275122
"treat_cwd[None]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[Burn]",0.0446028208976686,-0.107637704299389,0.199321521237826,0.0777813880749451,0.000556989807632171,0.000556989807632172,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.00604994433086521
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_cwd[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[None]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[Burn]",0.410937212980674,-0.214929277733091,1.0489770196053,0.323281973465413,0.0023150109385802,0.00249533592655659,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.104511234367692
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_mean[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[None]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[Burn]",-0.012835042962596,-0.439842310357643,0.405662927473689,0.215557214861802,0.00154359769876974,0.00154359769876974,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0.0464649128789771
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"treat_size[NA]",0,0,0,0,0,0,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior",0
"int_overall",-1.18443669076736,-1.5676812675751,-0.823755149408351,0.180800466412609,0.000898393649371647,0.00794633151832135,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.032688808655017
"d2_size",-0.381350299630219,-0.473105427271896,-0.294887635316973,0.0458086810605498,0.000227622356111461,0.000961565235409779,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.00209843526050717
"slope_size",0.564087625798558,0.475925128537925,0.657969593246201,0.0465376337017086,0.00023124450618941,0.000833024523765321,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.0021657513505544
"betaCWD",-0.184324903385594,-0.57167981532017,0.287336742283476,0.206951299264279,0.00102833657831356,0.0112267442140283,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.0428288402671732
"int_plot_sd",0.338129830360989,0.129528948110099,0.882085197237208,0.216453502319749,0.00107555282199621,0.00839181785670478,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.0468521186664856
"int_tree_sd",0.422605669014962,0.376190987826697,0.461987786433722,0.0219726459251259,0.000109181607496385,0.000692510223187805,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.000482797168950952
"obs_sd",1.12187387624928,1.05461234006044,1.19321277654534,0.0352862220883233,0.000175336482606863,0.000506978985596176,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.00124511746926648
"res_sd",0.223313546086223,0.0200750525872285,0.566388682308132,0.148273072633875,0.000736765725609899,0.0106458508791051,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.0219849040682904
"treat_cwd[None]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_cwd[Thin]",0.378046141631882,-0.237735829106134,0.987672784773685,0.314110338561011,0.00156080755190745,0.016046805992014,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.098665304790913
"treat_cwd[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_cwd[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_mean[None]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_mean[Thin]",0.474335940384616,-0.0461688542903569,1.07876458011485,0.266150557204223,0.00132249642444685,0.0104319802138482,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.0708361191001184
"treat_mean[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_mean[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_size[None]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_size[Thin]",-0.345102778865509,-0.442834769351504,-0.2473649394334,0.0500429169958693,0.00024866218388243,0.000649463962288517,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0.00250429354145546
"treat_size[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
"treat_size[NA]",0,0,0,0,0,0,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior",0
