"unit","variable","mean","sd","DBH","CWD","site","pft","model"
"60","treat_mean[Burn]",-0.232413254940491,0.116909013764656,100,0,"Blodgett","white_pine","ddbh_model"
"180","treat_mean[Burn+Thin]",-0.34782157968166,0.0915953821161742,100,0,"Blodgett","white_pine","ddbh_model"
"190","treat_mean[Thin]",-0.0257620072651256,0.117992227866048,100,0,"Blodgett","white_pine","ddbh_model"
"240","treat_mean[None]",0.142019376946898,0.124376111402287,100,0,"Blodgett","white_pine","ddbh_model"
"340","treat_mean[Burn]",-0.206520811664034,0.104106397764309,100,0,"Blodgett","white_pine","ddbh_model"
"350","treat_mean[Thin]",-0.0774017444581159,0.0968815115853169,100,0,"Blodgett","white_pine","ddbh_model"
"380","treat_mean[Burn+Thin]",-0.316250505926251,0.0863105361014471,100,0,"Blodgett","white_pine","ddbh_model"
"400","treat_mean[Burn]",-0.207836755741327,0.100879203336237,100,0,"Blodgett","white_pine","ddbh_model"
"490","treat_mean[Thin]",-0.0521583675925659,0.0799390230840739,100,0,"Blodgett","white_pine","ddbh_model"
"590","treat_mean[None]",0.143385006129056,0.149236161971058,100,0,"Blodgett","white_pine","ddbh_model"
"40","treat_mean[None]",0.167562249297424,0.163371571988812,100,1,"Blodgett","white_pine","ddbh_model"
"60","treat_mean[Burn]",-0.107348696028374,0.134039395120525,100,1,"Blodgett","white_pine","ddbh_model"
"180","treat_mean[Burn+Thin]",-0.359324909067522,0.112015415953682,100,1,"Blodgett","white_pine","ddbh_model"
"190","treat_mean[Thin]",-0.0145862428238871,0.129744453476376,100,1,"Blodgett","white_pine","ddbh_model"
"240","treat_mean[None]",0.234478924005166,0.145917540292701,100,1,"Blodgett","white_pine","ddbh_model"
"340","treat_mean[Burn]",-0.0814562527519171,0.125603078733719,100,1,"Blodgett","white_pine","ddbh_model"
"350","treat_mean[Thin]",-0.0662259800168774,0.11085938546839,100,1,"Blodgett","white_pine","ddbh_model"
"380","treat_mean[Burn+Thin]",-0.327753835312113,0.106553799017021,100,1,"Blodgett","white_pine","ddbh_model"
"400","treat_mean[Burn]",-0.0827721968292096,0.123105129047273,100,1,"Blodgett","white_pine","ddbh_model"
"490","treat_mean[Thin]",-0.0409826031513274,0.0951331617261452,100,1,"Blodgett","white_pine","ddbh_model"
"590","treat_mean[None]",0.235844553187325,0.16751333318417,100,1,"Blodgett","white_pine","ddbh_model"
"40","treat_mean[None]",0.260021796355692,0.198026314230926,100,2,"Blodgett","white_pine","ddbh_model"
"60","treat_mean[Burn]",0.0177158628837433,0.170848930694211,100,2,"Blodgett","white_pine","ddbh_model"
"180","treat_mean[Burn+Thin]",-0.370828238453384,0.152672537459296,100,2,"Blodgett","white_pine","ddbh_model"
"190","treat_mean[Thin]",-0.0034104783826486,0.152655857786755,100,2,"Blodgett","white_pine","ddbh_model"
"240","treat_mean[None]",0.326938471063434,0.184823562877191,100,2,"Blodgett","white_pine","ddbh_model"
"340","treat_mean[Burn]",0.0436083061601999,0.166247046438558,100,2,"Blodgett","white_pine","ddbh_model"
"350","treat_mean[Thin]",-0.0550502155756389,0.136939073107125,100,2,"Blodgett","white_pine","ddbh_model"
"380","treat_mean[Burn+Thin]",-0.339257164697975,0.147856776728413,100,2,"Blodgett","white_pine","ddbh_model"
"400","treat_mean[Burn]",0.0422923620829073,0.164490387743371,100,2,"Blodgett","white_pine","ddbh_model"
"490","treat_mean[Thin]",-0.0298068387100889,0.123568280096577,100,2,"Blodgett","white_pine","ddbh_model"
"590","treat_mean[None]",0.328304100245593,0.202225890778403,100,2,"Blodgett","white_pine","ddbh_model"
"40","treat_mean[None]",0.35248134341396,0.242453874115685,100,3,"Blodgett","white_pine","ddbh_model"
"60","treat_mean[Burn]",0.14278042179586,0.217568634055236,100,3,"Blodgett","white_pine","ddbh_model"
"180","treat_mean[Burn+Thin]",-0.382331567839246,0.201678121951687,100,3,"Blodgett","white_pine","ddbh_model"
"190","treat_mean[Thin]",0.0077652860585899,0.182572530691155,100,3,"Blodgett","white_pine","ddbh_model"
"240","treat_mean[None]",0.419398018121702,0.232535759779425,100,3,"Blodgett","white_pine","ddbh_model"
"340","treat_mean[Burn]",0.168672865072317,0.215462254796347,100,3,"Blodgett","white_pine","ddbh_model"
"350","treat_mean[Thin]",-0.0438744511344004,0.169627670142829,100,3,"Blodgett","white_pine","ddbh_model"
"380","treat_mean[Burn+Thin]",-0.350760494083837,0.197416442225026,100,3,"Blodgett","white_pine","ddbh_model"
"400","treat_mean[Burn]",0.167356920995024,0.214203777399958,100,3,"Blodgett","white_pine","ddbh_model"
"490","treat_mean[Thin]",-0.0186310742688504,0.158261339466326,100,3,"Blodgett","white_pine","ddbh_model"
"590","treat_mean[None]",0.420763647303861,0.246526295473312,100,3,"Blodgett","white_pine","ddbh_model"
"10","treat_mean[None]",-1.62184897757013,0.237711209587486,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.84300643225383,0.217759837361002,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.44904141171961,0.164134296581344,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-0.804040368551686,0.228982549754935,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.06610490326804,0.240794992721496,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.17365158214618,0.270831711131559,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.34041564901474,0.199451548994632,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.37866875429014,0.221868840436946,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.21196548761905,0.23184678593553,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.40549827518204,0.252594760706521,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.45202232796259,0.27270795215026,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.88325414190217,0.239486807292473,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.27774906814514,0.28629975490249,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.88424430987522,0.227184264670684,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.34064156184835,0.186719894031567,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.21634201788753,0.216180680645479,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-0.99174299589616,0.227780276212117,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-0.860310715734974,0.206604625833603,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.04932312084296,0.23372439012135,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.63780176374638,0.264577606039938,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.93112643238027,0.329922655545508,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.84438012064362,0.237200592643794,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.09127181462415,0.341133348066051,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.73214576543941,0.235710770510724,20,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.63042265429018,0.21092770572365,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.85158010897387,0.18745159448665,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.50395323042205,0.144620948176763,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-0.858952187254123,0.213297632887314,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.12101672197048,0.228261483380247,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.18222525886622,0.245649686999402,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.39532746771718,0.183977454303634,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.43358057299257,0.207996938949672,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.26687730632149,0.21526921854741,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.46041009388448,0.239548321700816,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.46059600468264,0.251379454426902,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.89182781862222,0.214599220382117,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.28632274486519,0.262847946680163,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.89281798659526,0.195797635638983,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.39555338055079,0.16642872415572,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.27125383658996,0.199182427849787,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.0466548145986,0.212314145919311,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-0.915222534437411,0.187639280617386,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.1042349395454,0.219886423447466,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.64637544046643,0.23847613531639,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.93970010910032,0.299785722349398,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.85295379736367,0.206707994607361,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.0998454913442,0.312738014561807,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.74071944215945,0.209964978490968,20,-2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.63899633101023,0.195363886030693,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.86015378569392,0.16896605229619,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.55886504912449,0.132851173316086,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-0.913864005956561,0.203267844385218,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.17592854067291,0.221322039871264,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.19079893558627,0.230283292351473,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.45023928641961,0.175138662922711,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.48849239169501,0.200146783962806,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.32178912502392,0.204175916851159,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.51532191258691,0.231779524517572,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.46916968140268,0.240221368938775,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.90040149534227,0.201107913705444,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.29489642158523,0.248803556115269,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.90139166331531,0.175366505281215,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.45046519925323,0.152616466620295,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.3261656552924,0.188075135800961,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.10156663330103,0.202558147568163,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-0.970134353139849,0.174615555171923,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.15914675824784,0.211735807453679,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.65494911718648,0.222335551943301,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.94827378582036,0.276742972904055,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.86152747408371,0.186775110663868,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.10841916806424,0.291428967994334,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.7492931188795,0.195713285434433,20,-1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.64757000773027,0.193742798403085,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.86872746241397,0.166293795513857,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.61377686782693,0.130930187939974,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-0.968775824658998,0.199746882802502,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.23084035937535,0.220505442411805,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.19937261230632,0.226737058714357,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.50515110512205,0.173949599227149,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.54340421039745,0.19903217808057,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.37670094372636,0.19948392880789,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.57023373128935,0.229824197603576,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.47774335812273,0.240652561022203,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.90897517206232,0.201317246072397,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.30347009830528,0.245784558184813,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.90996534003536,0.169890497886582,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.50537701795566,0.147119393031128,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.38107747399484,0.183929166016665,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.15647845200347,0.199352386486008,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-1.02504617184229,0.16891343596058,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.21405857695027,0.209936012542455,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.66352279390653,0.218375825688873,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.95684746254041,0.26266811725802,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.87010115080376,0.180926399227083,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.11699284478429,0.278835604013006,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.75786679559955,0.195485961243363,20,0,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.65614368445032,0.206393238614974,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.87730113913402,0.180139943014102,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.66868868652936,0.139266141754393,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-1.02368764336144,0.203073587845,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.28575217807779,0.225878106943315,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.20794628902637,0.235545464608249,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.56006292382449,0.180561455340939,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.59831602909989,0.204763143546292,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.4316127624288,0.201640608375082,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.62514554999179,0.233828227306467,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.48631703484278,0.252613691638331,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.91754884878236,0.215187237591513,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.31204377502533,0.254184109639996,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.91853901675541,0.180734126314399,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.5602888366581,0.150849295625314,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.43598929269727,0.187207595410131,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.21139027070591,0.2030074114699,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-1.07995799054472,0.17126578715739,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.26897039565271,0.214646851430464,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.67209647062657,0.227234631774155,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.96542113926046,0.259027179347738,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.87867482752381,0.1904637890937,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.12556652150434,0.276152888431803,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.76644047231959,0.20932870093663,20,1,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.66471736117037,0.230982118363675,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.88587481585406,0.207219315597551,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.7236005052318,0.15622569131527,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-1.07859946206387,0.212927243991433,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.34066399678022,0.237019519284777,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.21651996574641,0.255433574624535,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.61497474252693,0.194178988309785,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.65322784780232,0.216797477524634,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.48652458113124,0.210435492020087,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.68005736869422,0.243497807442005,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.49489071156282,0.274602207428527,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.92612252550241,0.240364585418136,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.32061745174538,0.272950081864295,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.92711269347545,0.205327885592731,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.61520065536054,0.163174656237053,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.49090111139971,0.197541119034803,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.26630208940835,0.213170608875551,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-1.13486980924716,0.181359463816735,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.32388221435515,0.225460587594415,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.68067014734662,0.247539547455853,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.97399481598051,0.266248553991739,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.88724850424386,0.213333590930858,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.13414019822439,0.283662148617032,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.77501414903964,0.234765674819098,20,2,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.67329103789042,0.26419686240839,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.89444849257411,0.243150084287842,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.77851232393424,0.179379316748991,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-1.13351128076631,0.228464887127004,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-1.39557581548266,0.25316921240605,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-2.22509364246646,0.284083841916948,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-1.66988656122936,0.213465650889802,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.70813966650476,0.234165351471456,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-1.54143639983367,0.225091807759014,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"101","treat_mean[Thin]",-1.73496918739666,0.258197189828751,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"102","treat_mean[None]",-2.50346438828287,0.304453182757166,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"119","treat_mean[None]",-1.93469620222246,0.273746951890011,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"120","treat_mean[None]",-2.32919112846542,0.30014430834325,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"122","treat_mean[None]",-1.9356863701955,0.239472190106092,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"123","treat_mean[Thin]",-1.67011247406298,0.182360881627966,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"124","treat_mean[Thin]",-1.54581293010215,0.213909719046196,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"125","treat_mean[Thin]",-1.32121390811078,0.228977012225373,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"126","treat_mean[Thin]",-1.1897816279496,0.198014152635028,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"130","treat_mean[Thin]",-1.37879403305759,0.241558991864198,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"150","treat_mean[None]",-1.68924382406667,0.276782857627844,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"156","treat_mean[None]",-1.98256849270055,0.283503401054401,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"159","treat_mean[None]",-1.8958221809639,0.245842754881763,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"181","treat_mean[None]",-2.14271387494443,0.30060053953995,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"190","treat_mean[None]",-1.78358782575969,0.268521902562137,20,3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"10","treat_mean[None]",-1.15357213734503,0.213618218249946,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"22","treat_mean[None]",-1.37472959202872,0.189731789205654,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"23","treat_mean[Thin]",-1.07597585065776,0.143583312347284,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"47","treat_mean[Thin]",-0.430974807489828,0.197674828978086,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"64","treat_mean[Thin]",-0.69303934220618,0.209424848128812,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"66","treat_mean[None]",-1.70537474192107,0.231295188843314,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"87","treat_mean[Thin]",-0.967350087952882,0.164722195833828,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"88","treat_mean[Thin]",-1.00560319322828,0.193616912066975,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
"99","treat_mean[Thin]",-0.838899926557192,0.201450648506567,30,-3,"LaTour15","fir","ddbh_model_noBAcwdIrctnSize"
