"unit","variable","mean","sd","site","pft","model"
"bc1","treat_mean[Burn+Thin]",-1.07106697977651,0.218907617436927,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bc2","treat_mean[Burn+Thin]",-1.05345262010551,0.172227681031193,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bc3","treat_mean[Burn+Thin]",-1.18298427300939,0.171401114126611,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bn1","treat_mean[Burn]",-1.44250361589159,0.167703305209701,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bn2","treat_mean[Burn]",-1.58125157968003,0.165786789199189,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bn3","treat_mean[Burn]",-1.45032120274745,0.17970858043163,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bs1","treat_mean[Burn+Thin]",-0.78315265183681,0.210818198615077,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bs2","treat_mean[Burn+Thin]",-1.00157091763724,0.201180438297814,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bs3","treat_mean[Burn+Thin]",-0.95581912479573,0.174354233017579,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"uc1","treat_mean[Thin]",-1.17770008542608,0.223105770318167,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"uc2","treat_mean[Thin]",-1.21824765629644,0.185132922334838,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"uc3","treat_mean[Thin]",-1.27384699025001,0.15403022941347,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"un1","treat_mean[None]",-1.84347208897089,0.214314445148758,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"un2","treat_mean[None]",-1.76473930040855,0.141589310498504,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"un3","treat_mean[None]",-2.16402833070316,0.269331015760042,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"us1","treat_mean[Thin]",-1.18406392835019,0.198796667952978,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"us2","treat_mean[Thin]",-1.15719140955541,0.14195974321505,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"us3","treat_mean[Thin]",-0.955447856782575,0.162523545612614,"Teakettle15","yellow_pine","ddbh_model_noBAcwdIrctnSize"
"bc1","treat_mean[Burn+Thin]",-0.939702295057726,0.155223607542357,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bc2","treat_mean[Burn+Thin]",-0.843922096197691,0.129539842992543,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bc3","treat_mean[Burn+Thin]",-1.01602086756006,0.102888575785874,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bn1","treat_mean[Burn]",-1.47924263915613,0.0733041363416514,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bn2","treat_mean[Burn]",-1.58269321626807,0.0752675059490107,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bn3","treat_mean[Burn]",-1.41099647147079,0.0985078967191103,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bs1","treat_mean[Burn+Thin]",-0.723527105694789,0.110625132733826,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bs2","treat_mean[Burn+Thin]",-0.714421355591203,0.104368706597783,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"bs3","treat_mean[Burn+Thin]",-0.902709722447075,0.128045390443164,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"uc1","treat_mean[Thin]",-1.21835154535327,0.130289824835062,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"uc2","treat_mean[Thin]",-0.878545049332735,0.0724600542588139,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"uc3","treat_mean[Thin]",-0.900865653220314,0.0661458068124788,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"un1","treat_mean[None]",-1.62693649998771,0.100693800755432,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"un2","treat_mean[None]",-1.7018017153447,0.0924923559121479,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"un3","treat_mean[None]",-1.81589625202699,0.0897011147044613,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"us1","treat_mean[Thin]",-0.830937205065493,0.0770424545650961,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"us2","treat_mean[Thin]",-0.672172012702959,0.0682574105123681,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"us3","treat_mean[Thin]",-0.597251711694404,0.0685758729236,"Teakettle15","white_pine","ddbh_model_noBAcwdIrctnSize"
"LOLOG","treat_mean[None]",-1.58473291661354,0.247452912719766,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior"
"LOTHAR","treat_mean[Burn]",-1.0948164666065,0.223246913567364,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior"
"UPLOG","treat_mean[None]",-1.32865937658805,0.188798335496269,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior"
"UPTHAR","treat_mean[Burn]",-0.977477359718066,0.308196010901524,"Sequoia_Tharp15","white_pine","ddbh_model_noBAcwdIrctnSizePlotPrior"
"MCK 13-3 C","treat_mean[None]",-1.25743915903849,0.354416594669711,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"MCK 13-3 T","treat_mean[Thin]",-0.607346651562043,0.367020172340898,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"TWC 3 C","treat_mean[None]",-1.36815784794269,0.133267530074484,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"TWC 3 T","treat_mean[Thin]",-0.746132025555208,0.146998275089968,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"WRD 20-16 C","treat_mean[None]",-1.12308700366659,0.13706297557592,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"WRD 20-16 T","treat_mean[Thin]",-0.76761563357452,0.145816466493112,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"WRD 20-9 C","treat_mean[None]",-1.203235059495,0.133054795082324,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
"WRD 20-9 T","treat_mean[Thin]",-0.296913604397883,0.149451038753738,"UPFUb","fir","ddbh_model_noBAcwdIrctnSizeTreePrior"
