UnitID,Treatment,BA_reduction
40,None,-2.6048081893996544
60,Burn,2.176368788558202
180,Burn+Thin,23.107300027395823
190,Thin,12.928511351697342
240,None,-4.091528539749859
340,Burn,0.12764323652479648
350,Thin,28.03261983446991
380,Burn+Thin,22.90147016162928
400,Burn,-1.4567846537083888
490,Thin,16.655215058865938
570,Burn+Thin,34.140817386172
590,None,-3.3994630816119775
