UnitID,SDI_in,maxSDI,rSDI
FFS2BURN,261.26042223132976,616.0051866429042,0.42412049102239363
FFS5BURN,212.3983665439066,616.0051866429042,0.3447996399209429
FFS6BURN,169.8397025147105,616.0051866429042,0.275711481327455
FFS7CONTROL,381.9399982254499,616.0051866429042,0.6200272440999091
