UnitID,Species,Species_frac
1,ABCO,0.732495698359614
1,CADE,0.0896346847459267
1,PIJE,0.0
1,PILA,0.1778696168944593
1,PIPO,0.0
1,PSME,0.0
1,QUKE,0.0
1,SASC,0.0
2,ABCO,0.597814906062316
2,CADE,0.300816232495908
2,PIJE,0.0
2,PILA,0.0792714286771368
2,PIPO,0.0205933876597198
2,PSME,0.0
2,QUKE,0.0015040451049192
2,SASC,0.0
3,ABCO,0.5052573419950981
3,CADE,0.3109224510135589
3,PIJE,0.0
3,PILA,0.0892589141691439
3,PIPO,0.0462283895149932
3,PSME,0.0
3,QUKE,0.0483329033072058
3,SASC,0.0
4,ABCO,0.520599451988737
4,CADE,0.2770990224879383
4,PIJE,0.0
4,PILA,0.0915235344428265
4,PIPO,0.0973749106541294
4,PSME,0.0134030804263687
4,QUKE,0.0
4,SASC,0.0
5,ABCO,0.437147170914766
5,CADE,0.3037622054942133
5,PIJE,0.0
5,PILA,0.1372192798475699
5,PIPO,0.1218713437434507
5,PSME,0.0
5,QUKE,0.0
5,SASC,0.0
6,ABCO,0.4082401812197868
6,CADE,0.3291822848506577
6,PIJE,0.0
6,PILA,0.2625775339295555
6,PIPO,0.0
6,PSME,0.0
6,QUKE,0.0
6,SASC,0.0
7,ABCO,0.4494251761643199
7,CADE,0.2534774997590861
7,PIJE,0.0
7,PILA,0.1893315165789977
7,PIPO,0.098526565574229
7,PSME,0.0
7,QUKE,0.0092392419233671
7,SASC,0.0
8,ABCO,0.3478045681968371
8,CADE,0.3501996562219742
8,PIJE,0.0
8,PILA,0.2030677715146635
8,PIPO,0.0935941419309871
8,PSME,0.0
8,QUKE,0.005333862135538
8,SASC,0.0
9,ABCO,0.5702948384963592
9,CADE,0.152917890855853
9,PIJE,0.0
9,PILA,0.2507696109033483
9,PIPO,0.0260176597444393
9,PSME,0.0
9,QUKE,0.0
9,SASC,0.0
10,ABCO,0.5316463992829773
10,CADE,0.3048482353553668
10,PIJE,0.0
10,PILA,0.1114014307028956
10,PIPO,0.0486933269249443
10,PSME,0.0
10,QUKE,0.0034106077338159
10,SASC,0.0
11,ABCO,0.5836761144114897
11,CADE,0.233705356935027
11,PIJE,0.0156163521903827
11,PILA,0.1236581326204639
11,PIPO,0.04025070093604
11,PSME,0.0
11,QUKE,0.0030933429065964
11,SASC,0.0
12,ABCO,0.3619069315473176
12,CADE,0.4370443750633064
12,PIJE,0.008128195841844
12,PILA,0.0444138670296606
12,PIPO,0.1442749296614202
12,PSME,0.0
12,QUKE,0.0012701843122194
12,SASC,0.0029615165442315
13,ABCO,0.3868850700949821
13,CADE,0.349570638990777
13,PIJE,0.0
13,PILA,0.2141589423731787
13,PIPO,0.049385348541062
13,PSME,0.0
13,QUKE,0.0
13,SASC,0.0
14,ABCO,0.4908041928524118
14,CADE,0.3976282292808785
14,PIJE,0.0
14,PILA,0.0693812693950855
14,PIPO,0.0421863084716241
14,PSME,0.0
14,QUKE,0.0
14,SASC,0.0
15,ABCO,0.4682179687526004
15,CADE,0.4106281538859328
15,PIJE,0.0294853313408173
15,PILA,0.03386033728722
15,PIPO,0.0578082087334293
15,PSME,0.0
15,QUKE,0.0
15,SASC,0.0
16,ABCO,0.4271975026466409
16,CADE,0.3884056665418275
16,PIJE,0.0
16,PILA,0.0965639566581784
16,PIPO,0.0878328741533531
16,PSME,0.0
16,QUKE,0.0
16,SASC,0.0
17,ABCO,0.3684178724860861
17,CADE,0.3648387831975777
17,PIJE,0.0
17,PILA,0.0844681129926574
17,PIPO,0.1822752313236786
17,PSME,0.0
17,QUKE,0.0
17,SASC,0.0
18,ABCO,0.521741889453064
18,CADE,0.3215400726042698
18,PIJE,0.0
18,PILA,0.0500928928029863
18,PIPO,0.1066251451396798
18,PSME,0.0
18,QUKE,0.0
18,SASC,0.0
19,ABCO,0.6305091854030804
19,CADE,0.2056872101316424
19,PIJE,0.0476340304014712
19,PILA,0.0540377934231915
19,PIPO,0.0621317806406142
19,PSME,0.0
19,QUKE,0.0
19,SASC,0.0
20,ABCO,0.3519790269740945
20,CADE,0.3597244310211197
20,PIJE,0.0819539800309192
20,PILA,0.1021907108738498
20,PIPO,0.1041518511000167
20,PSME,0.0
20,QUKE,0.0
20,SASC,0.0
21,ABCO,0.4467746832603075
21,CADE,0.2981322490133056
21,PIJE,0.0379465118362895
21,PILA,0.1310216626843599
21,PIPO,0.084092935378601
21,PSME,0.0
21,QUKE,0.0020319578271361
21,SASC,0.0
22,ABCO,0.537398213328018
22,CADE,0.1321539210252557
22,PIJE,0.0
22,PILA,0.3235227609506167
22,PIPO,0.0069251046961094
22,PSME,0.0
22,QUKE,0.0
22,SASC,0.0
23,ABCO,0.5808410670534894
23,CADE,0.2658276124686572
23,PIJE,0.0
23,PILA,0.1338200913773508
23,PIPO,0.0195112291005026
23,PSME,0.0
23,QUKE,0.0
23,SASC,0.0
24,ABCO,0.6418241333036265
24,CADE,0.1112593106335379
24,PIJE,0.0
24,PILA,0.2469165560628356
24,PIPO,0.0
24,PSME,0.0
24,QUKE,0.0
24,SASC,0.0
