UnitID,Treatment,BA_reduction
MCK 13-3 C,None,-5.836512740140383
MCK 13-3 T,Thin,54.411248402370624
TWC 3 C,None,3.81954142380527
TWC 3 T,Thin,28.374366679389528
WRD 20-16 C,None,0.8389777055332845
WRD 20-16 T,Thin,7.806517847939408
WRD 20-9 C,None,6.186545729488999
WRD 20-9 T,Thin,39.303998003872465
