UnitID,Treatment,BA_reduction
bc1,Burn+Thin,45.55271597729112
bc2,Burn+Thin,49.58448880300627
bc3,Burn+Thin,34.878290645401954
bn1,Burn,8.6699539687094
bn2,Burn,9.722337064623087
bn3,Burn,1.3296014323826026
bs1,Burn+Thin,72.18755776488976
bs2,Burn+Thin,59.48364142077656
bs3,Burn+Thin,77.05287690959696
uc1,Thin,28.559119826089624
uc2,Thin,43.78075390697775
uc3,Thin,35.54940929896506
un1,None,
un2,None,
un3,None,
us1,Thin,62.130738187255034
us2,Thin,59.130318534414805
us3,Thin,64.75532366140554
