"TreeID","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32"
"MCK 13-3 C_71.0_101.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_102.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_103.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_104.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_105.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_106.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_107.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_108.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_109.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCK 13-3 C_71.0_111.0",NA,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,594.39306640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
