"TreeID","1","2","3","4","5","6","7","8"
"23_51.0",23.114,24.13,25.146,NA,NA,NA,NA,NA
"23_53.0",21.59,23.368,24.892,NA,NA,NA,NA,NA
"23_54.0",16.002,16.764,17.78,NA,NA,NA,NA,NA
"23_55.0",34.29,36.83,39.624,NA,NA,NA,NA,NA
"23_70.0",27.432,28.448,30.988,NA,NA,NA,NA,NA
"23_72.0",32.766,34.29,NA,NA,NA,NA,NA,NA
"23_73.0",22.86,23.622,NA,NA,NA,NA,NA,NA
"23_94.0",37.592,36.322,NA,NA,NA,NA,NA,NA
"47_169.0",44.704,49.276,53.594,NA,NA,NA,NA,NA
"47_27.0",53.086,55.88,NA,NA,NA,NA,NA,NA
"47_51.0",83.82,87.122,90.17,NA,NA,NA,NA,NA
"47_524.0",53.34,57.658,NA,NA,NA,NA,NA,NA
"47_525.0",58.166,61.468,64.008,NA,NA,NA,NA,NA
"47_578.0",35.306,39.37,41.91,NA,NA,NA,NA,NA
"47_582.0",84.582,87.376,90.424,NA,NA,NA,NA,NA
"47_588.0",97.536,100.584,104.14,NA,NA,NA,NA,NA
"47_68.0",62.738,66.04,68.834,NA,NA,NA,NA,NA
"47_80.0",64.516,68.072,71.12,NA,NA,NA,NA,NA
"64_2.0",119.888,118.618,120.142,NA,NA,NA,NA,NA
"64_20.0",71.628,73.914,76.2,NA,NA,NA,NA,NA
"64_21.0",64.77,65.786,71.12,NA,NA,NA,NA,NA
"64_411.0",69.596,72.39,76.454,NA,NA,NA,NA,NA
"64_53.0",82.804,87.884,NA,NA,NA,NA,NA,NA
"64_60.0",135.89,132.08,130.302,NA,NA,NA,NA,NA
"64_62.0",78.994,83.058,85.344,NA,NA,NA,NA,NA
"64_64.0",98.552,101.854,104.394,NA,NA,NA,NA,NA
"64_66.0",51.054,53.848,NA,NA,NA,NA,NA,NA
"64_85.0",19.304,20.32,20.066,NA,NA,NA,NA,NA
"64_89.0",27.94,29.718,31.496,NA,NA,NA,NA,NA
