"TreeID","1","2","3","4","5","6","7","8"
"22_395.0",1,6,11,NA,NA,NA,NA,NA
"22_4.0",1,6,11,NA,NA,NA,NA,NA
"22_47.0",1,6,11,NA,NA,NA,NA,NA
"22_5.0",1,6,11,NA,NA,NA,NA,NA
"22_51.0",1,6,11,NA,NA,NA,NA,NA
"22_6.0",1,6,11,NA,NA,NA,NA,NA
"22_64.0",6,11,NA,NA,NA,NA,NA,NA
"22_65.0",6,11,NA,NA,NA,NA,NA,NA
"22_67.0",1,6,11,NA,NA,NA,NA,NA
"22_68.0",1,6,11,NA,NA,NA,NA,NA
"22_69.0",1,6,11,NA,NA,NA,NA,NA
"22_8.0",1,6,11,NA,NA,NA,NA,NA
"22_80.0",1,6,11,NA,NA,NA,NA,NA
"22_81.0",1,6,11,NA,NA,NA,NA,NA
"22_84.0",1,6,11,NA,NA,NA,NA,NA
"22_94.0",1,6,11,NA,NA,NA,NA,NA
"22_96.0",1,6,11,NA,NA,NA,NA,NA
"23_38.0",1,6,11,NA,NA,NA,NA,NA
"23_39.0",1,6,11,NA,NA,NA,NA,NA
"23_40.0",1,6,11,NA,NA,NA,NA,NA
"23_41.0",1,6,11,NA,NA,NA,NA,NA
"23_42.0",1,6,11,NA,NA,NA,NA,NA
"23_43.0",1,6,11,NA,NA,NA,NA,NA
"23_44.0",1,6,11,NA,NA,NA,NA,NA
"23_45.0",1,6,11,NA,NA,NA,NA,NA
"23_46.0",1,6,11,NA,NA,NA,NA,NA
"23_47.0",1,6,11,NA,NA,NA,NA,NA
"23_49.0",1,6,11,NA,NA,NA,NA,NA
"23_50.0",1,6,11,NA,NA,NA,NA,NA
"23_51.0",1,6,11,NA,NA,NA,NA,NA
"23_53.0",1,6,11,NA,NA,NA,NA,NA
"23_54.0",1,6,11,NA,NA,NA,NA,NA
"23_55.0",1,6,11,NA,NA,NA,NA,NA
"23_70.0",1,6,11,NA,NA,NA,NA,NA
"23_72.0",6,11,NA,NA,NA,NA,NA,NA
"23_73.0",6,11,NA,NA,NA,NA,NA,NA
"23_94.0",1,6,NA,NA,NA,NA,NA,NA
"47_169.0",6,11,16,NA,NA,NA,NA,NA
"47_27.0",11,16,NA,NA,NA,NA,NA,NA
