0180-00107-19,22.6,28.7,36.83,40.132
0180-00107-3,21.8,23.7,27.178,29.21
0180-00107-4,105.7,112.9,120.904,122.174
0180-00107-5,25.1,27.8,32.512,32.512
0180-00108-10,54.4,58.5,63.246,65.278
0180-00108-11,26.4,32.0,35.814,35.814
0180-00108-15,82.6,87.0,91.948,94.234
0180-00108-24,49.3,55.6,62.484,63.246
0180-00108-3,50.0,52.9,55.626,55.118
0180-00108-32,78.0,80.6,84.582,86.614
0180-00109-14,45.0,49.4,55.626,56.134
0180-00109-15,36.1,37.5,38.354,37.592
0180-00109-18,50.3,52.9,55.88,56.388
0180-00109-22,66.3,70.4,75.184,76.454
0180-00109-26,53.6,57.4,61.722,62.992
0180-00109-27,45.7,50.7,52.324,54.356
0180-00109-3,54.4,60.6,68.072,69.85
0180-00109-6,49.5,49.3,,
