"comppct.r","compname","majcompflag","mukey","cokey","ksat","cec","awc","total_depth","musym","muname","muacres"
1,"Aquic Xerorthents","No",1652076,26336675,59,17.77,0.12,150,"7141","Inville gravelly coarse sandy loam_2 to 9 percent slopes_stony",1479
3,"Jorge","No",1652077,26336676,115.72,26.9,0.15,213,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
4,"Christopher","No",1652077,26336677,102.4,3.36,0.08,180,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
10,"Cassenai","No",1652077,26336678,42.88,2.48,0.09,200,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
2,"Meeks","No",1652077,26336679,130,5,0.09,185,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
80,"Inville","Yes",1652077,26336680,65.2,13.32,0.12,142,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
1,"Aquic Xerorthents","No",1652077,26336681,59,17.77,0.12,150,"7142","Inville gravelly coarse sandy loam_9 to 15 percent slopes_stony",619
80,"Inville","Yes",1652083,26336682,65.2,13.32,0.12,142,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
2,"Meeks","No",1652083,26336683,130,5,0.09,185,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
3,"Jorge","No",1652083,26336684,115.72,26.9,0.15,213,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
10,"Cassenai","No",1652083,26336685,42.88,2.48,0.09,200,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
4,"Christopher","No",1652083,26336686,102.4,3.36,0.08,180,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
1,"Aquic Xerorthents","No",1652083,26336687,59,17.77,0.12,150,"7143","Inville gravelly coarse sandy loam_15 to 30 percent slopes_stony",429
5,"Oneidas","No",1652084,26336688,64.22,9.65,0.1,200,"7461","Jabu coarse sandy loam_0 to 9 percent slopes",1703
3,"Gefo","No",1652084,26336689,112.4,4.19,0.06,190,"7461","Jabu coarse sandy loam_0 to 9 percent slopes",1703
10,"Christopher","No",1652084,26336690,108.6,1.04,0.13,155,"7461","Jabu coarse sandy loam_0 to 9 percent slopes",1703
2,"Marla","No",1652084,26336691,87.52,4.4,0.16,173,"7461","Jabu coarse sandy loam_0 to 9 percent slopes",1703
80,"Jabu","Yes",1652084,26336692,68.92,8.36,0.14,257,"7461","Jabu coarse sandy loam_0 to 9 percent slopes",1703
80,"Jabu","Yes",1652085,26336693,68.92,8.36,0.14,257,"7462","Jabu coarse sandy loam_9 to 30 percent slopes",1331
2,"Marla","No",1652085,26336694,87.52,4.4,0.16,173,"7462","Jabu coarse sandy loam_9 to 30 percent slopes",1331
3,"Gefo","No",1652085,26336695,112.4,4.19,0.06,190,"7462","Jabu coarse sandy loam_9 to 30 percent slopes",1331
10,"Christopher","No",1652085,26336696,108.6,1.04,0.13,155,"7462","Jabu coarse sandy loam_9 to 30 percent slopes",1331
5,"Oneidas","No",1652085,26336697,64.22,9.65,0.1,200,"7462","Jabu coarse sandy loam_9 to 30 percent slopes",1331
3,"Christopher","No",1652086,26336698,108.6,1.04,0.13,155,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
2,"Gefo","No",1652086,26336699,112.4,4.19,0.06,190,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
10,"Jabu","No",1652086,26336700,68.92,8.36,0.14,257,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
2,"Marla","No",1652086,26336701,87.52,4.4,0.16,173,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
3,"Meeks","No",1652086,26336702,130,5,0.09,185,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
80,"Oneidas","Yes",1652086,26336703,64.22,9.65,0.1,200,"7491","Oneidas coarse sandy loam_0 to 5 percent slopes",561
3,"Meeks","No",1652087,26336704,130,5,0.09,185,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
2,"Marla","No",1652087,26336705,87.52,4.4,0.16,173,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
10,"Jabu","No",1652087,26336706,68.92,8.36,0.14,257,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
2,"Gefo","No",1652087,26336707,112.4,4.19,0.06,190,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
3,"Christopher","No",1652087,26336708,108.6,1.04,0.13,155,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
80,"Oneidas","Yes",1652087,26336709,64.22,9.65,0.1,200,"7492","Oneidas coarse sandy loam_5 to 15 percent slopes",593
5,"Oneidas","No",1652088,26336710,64.22,9.65,0.1,200,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
3,"Gefo","No",1652088,26336711,112.4,4.19,0.06,190,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
5,"Jabu","No",1652088,26336712,68.92,8.36,0.14,257,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
2,"Marla","No",1652088,26336713,87.52,4.4,0.16,173,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
5,"Christopher","No",1652088,26336714,108.6,1.04,0.13,155,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
80,"Ubaj","Yes",1652088,26336715,25.8,9.65,0.15,305,"7541","Ubaj sandy loam_0 to 9 percent slopes",865
80,"Kingsbeach","Yes",1652089,26336716,32.61,11.78,0.18,155,"7161","Kingsbeach stony sandy loam_2 to 15 percent slopes",1443
1,"Beaches","No",1652089,26336717,150,NA,0.03,200,"7161","Kingsbeach stony sandy loam_2 to 15 percent slopes",1443
1,"Dunes","No",1652089,26336718,NA,NA,NA,NA,"7161","Kingsbeach stony sandy loam_2 to 15 percent slopes",1443
8,"Jorge","No",1652089,26336719,115.72,26.9,0.15,213,"7161","Kingsbeach stony sandy loam_2 to 15 percent slopes",1443
10,"Tahoma","No",1652089,26336720,94.8,19.47,0.16,205,"7161","Kingsbeach stony sandy loam_2 to 15 percent slopes",1443
5,"Tahoma","No",1652090,26336721,94.8,19.47,0.16,205,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
1,"Tahoe","No",1652090,26336722,28,28.9,0.2,117,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
3,"Waca","No",1652090,26336723,65.2,28.07,0.11,122,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
75,"Jorge","Yes",1652090,26336724,88.9,24.8,0.13,152,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
3,"Rock outcrop","No",1652090,26336725,NA,NA,NA,NA,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
10,"Rubble land","No",1652090,26336726,NA,NA,NA,NA,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
3,"Ellispeak","No",1652090,26336727,85,21.13,0.07,55,"7154","Jorge very cobbly loam_2 to 15 percent slopes_extremely stony",179
1,"Tahoe","No",1652091,26336728,28,28.9,0.2,117,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
5,"Tahoma","No",1652091,26336729,94.8,19.47,0.16,205,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
3,"Waca","No",1652091,26336730,65.2,28.07,0.11,122,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
75,"Jorge","Yes",1652091,26336731,88.9,24.8,0.13,152,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
10,"Rubble land","No",1652091,26336732,NA,NA,NA,NA,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
3,"Rock outcrop","No",1652091,26336733,NA,NA,NA,NA,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
3,"Ellispeak","No",1652091,26336734,85,21.13,0.07,55,"7155","Jorge very cobbly loam_15 to 50 percent slopes_extremely stony",272
30,"Jorge","Yes",1652092,26336735,115.72,26.9,0.15,213,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
50,"Tahoma","Yes",1652092,26336736,94.8,19.47,0.16,205,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
1,"Rock outcrop","No",1652092,26336737,NA,NA,NA,NA,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
2,"Rubble land","No",1652092,26336738,NA,NA,NA,NA,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
10,"Waca","No",1652092,26336739,65.2,28.07,0.11,122,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
5,"Inville","No",1652092,26336740,65.2,13.32,0.12,142,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
1,"Tahoe","No",1652092,26336741,28,28.9,0.2,117,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
1,"Ellispeak","No",1652092,26336742,85,21.13,0.07,55,"7222","Tahoma-Jorge complex_2 to 15 percent slopes",4905
35,"Tahoma","Yes",1652093,26336743,94.8,19.47,0.16,205,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
2,"Rubble land","No",1652093,26336744,NA,NA,NA,NA,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
1,"Rock outcrop","No",1652093,26336745,NA,NA,NA,NA,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
45,"Jorge","Yes",1652093,26336746,115.72,26.9,0.15,213,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
5,"Inville","No",1652093,26336747,65.2,13.32,0.12,142,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
10,"Waca","No",1652093,26336748,65.2,28.07,0.11,122,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
1,"Tahoe","No",1652093,26336749,28,28.9,0.2,117,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
1,"Ellispeak","No",1652093,26336750,85,21.13,0.07,55,"7156","Jorge-Tahoma complex_15 to 30 percent slopes",4386
1,"Tahoe","No",1652094,26336751,28,28.9,0.2,117,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
5,"Inville","No",1652094,26336752,65.2,13.32,0.12,142,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
10,"Waca","No",1652094,26336753,65.2,28.07,0.11,122,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
25,"Tahoma","Yes",1652094,26336754,94.8,19.47,0.16,205,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
2,"Rubble land","No",1652094,26336755,NA,NA,NA,NA,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
1,"Rock outcrop","No",1652094,26336756,NA,NA,NA,NA,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
55,"Jorge","Yes",1652094,26336757,115.72,26.9,0.15,213,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
1,"Ellispeak","No",1652094,26336758,85,21.13,0.07,55,"7157","Jorge-Tahoma complex_30 to 50 percent slopes",1543
80,"Kneeridge","Yes",1652095,26336759,74.4,22.27,0.2,200,"7173","Kneeridge gravelly sandy loam_2 to 5 percent slopes_very stony",598
9,"Jorge","No",1652095,26336760,115.72,26.9,0.15,213,"7173","Kneeridge gravelly sandy loam_2 to 5 percent slopes_very stony",598
5,"Waca","No",1652095,26336761,65.2,28.07,0.11,122,"7173","Kneeridge gravelly sandy loam_2 to 5 percent slopes_very stony",598
5,"Paige","No",1652095,26336762,87.52,18.1,0.21,204,"7173","Kneeridge gravelly sandy loam_2 to 5 percent slopes_very stony",598
1,"Tahoe","No",1652095,26336763,28,28.9,0.2,117,"7173","Kneeridge gravelly sandy loam_2 to 5 percent slopes_very stony",598
1,"Tahoe","No",1652096,26336764,28,28.9,0.2,117,"7174","Kneeridge gravelly sandy loam_5 to 15 percent slopes_very stony",536
5,"Paige","No",1652096,26336765,87.52,18.1,0.21,204,"7174","Kneeridge gravelly sandy loam_5 to 15 percent slopes_very stony",536
5,"Waca","No",1652096,26336766,65.2,28.07,0.11,122,"7174","Kneeridge gravelly sandy loam_5 to 15 percent slopes_very stony",536
9,"Jorge","No",1652096,26336767,115.72,26.9,0.15,213,"7174","Kneeridge gravelly sandy loam_5 to 15 percent slopes_very stony",536
80,"Kneeridge","Yes",1652096,26336768,74.4,22.27,0.2,200,"7174","Kneeridge gravelly sandy loam_5 to 15 percent slopes_very stony",536
1,"Tahoe","No",1652097,26336769,28,28.9,0.2,117,"7172","Kneeridge gravelly sandy loam_well drained_5 to 15 percent slopes_very stony",485
5,"Paige","No",1652097,26336770,87.52,18.1,0.21,204,"7172","Kneeridge gravelly sandy loam_well drained_5 to 15 percent slopes_very stony",485
5,"Waca","No",1652097,26336771,65.2,28.07,0.11,122,"7172","Kneeridge gravelly sandy loam_well drained_5 to 15 percent slopes_very stony",485
9,"Jorge","No",1652097,26336772,115.72,26.9,0.15,213,"7172","Kneeridge gravelly sandy loam_well drained_5 to 15 percent slopes_very stony",485
80,"Kneeridge","Yes",1652097,26336773,74.4,22.27,0.2,200,"7172","Kneeridge gravelly sandy loam_well drained_5 to 15 percent slopes_very stony",485
9,"Jorge","No",1652098,26336774,115.72,26.9,0.15,213,"7171","Kneeridge gravelly sandy loam_2 to 9 percent slopes_extremely stony",532
5,"Waca","No",1652098,26336775,65.2,28.07,0.11,122,"7171","Kneeridge gravelly sandy loam_2 to 9 percent slopes_extremely stony",532
5,"Paige","No",1652098,26336776,87.52,18.1,0.21,204,"7171","Kneeridge gravelly sandy loam_2 to 9 percent slopes_extremely stony",532
1,"Tahoe","No",1652098,26336777,28,28.9,0.2,117,"7171","Kneeridge gravelly sandy loam_2 to 9 percent slopes_extremely stony",532
80,"Kneeridge","Yes",1652098,26336778,74.4,22.27,0.2,200,"7171","Kneeridge gravelly sandy loam_2 to 9 percent slopes_extremely stony",532
4,"Windy","No",1652099,26336779,65.2,28.07,0.11,150,"7131","Ellispeak-Waca complex_9 to 30 percent slopes",966
40,"Waca","Yes",1652099,26336780,65.2,28.07,0.11,122,"7131","Ellispeak-Waca complex_9 to 30 percent slopes",966
10,"Rock outcrop","No",1652099,26336781,NA,NA,NA,NA,"7131","Ellispeak-Waca complex_9 to 30 percent slopes",966
45,"Ellispeak","Yes",1652099,26336782,85,21.13,0.07,55,"7131","Ellispeak-Waca complex_9 to 30 percent slopes",966
1,"Aquic Xerorthents","No",1652099,26336783,59,17.77,0.12,150,"7131","Ellispeak-Waca complex_9 to 30 percent slopes",966
40,"Waca","Yes",1652100,26336784,65.2,28.07,0.11,122,"7132","Ellispeak-Waca complex_30 to 50 percent slopes",441
10,"Rock outcrop","No",1652100,26336785,NA,NA,NA,NA,"7132","Ellispeak-Waca complex_30 to 50 percent slopes",441
4,"Windy","No",1652100,26336786,65.2,28.07,0.11,150,"7132","Ellispeak-Waca complex_30 to 50 percent slopes",441
45,"Ellispeak","Yes",1652100,26336787,85,21.13,0.07,55,"7132","Ellispeak-Waca complex_30 to 50 percent slopes",441
1,"Aquic Xerorthents","No",1652100,26336788,59,17.77,0.12,150,"7132","Ellispeak-Waca complex_30 to 50 percent slopes",441
4,"Windy","No",1652101,26336789,65.2,28.07,0.11,150,"7133","Ellispeak-Waca complex_50 to 70 percent slopes",264
40,"Waca","Yes",1652101,26336790,65.2,28.07,0.11,122,"7133","Ellispeak-Waca complex_50 to 70 percent slopes",264
10,"Rock outcrop","No",1652101,26336791,NA,NA,NA,NA,"7133","Ellispeak-Waca complex_50 to 70 percent slopes",264
45,"Ellispeak","Yes",1652101,26336792,85,21.13,0.07,55,"7133","Ellispeak-Waca complex_50 to 70 percent slopes",264
1,"Aquic Xerorthents","No",1652101,26336793,59,17.77,0.12,150,"7133","Ellispeak-Waca complex_50 to 70 percent slopes",264
80,"Tahoe","Yes",1652102,26336794,28,28.9,0.2,117,"7043","Tahoe mucky silt loam_drained_0 to 5 percent slopes",403
5,"Tahoe","No",1652102,26336795,28,28.9,0.2,117,"7043","Tahoe mucky silt loam_drained_0 to 5 percent slopes",403
5,"Marla","No",1652102,26336796,87.52,4.4,0.16,173,"7043","Tahoe mucky silt loam_drained_0 to 5 percent slopes",403
5,"Watah","No",1652102,26336797,124,36,0.26,160,"7043","Tahoe mucky silt loam_drained_0 to 5 percent slopes",403
5,"Tahoe","No",1652102,26336798,28,28.9,0.2,117,"7043","Tahoe mucky silt loam_drained_0 to 5 percent slopes",403
50,"Bidart","Yes",1652103,26336799,64.5,NA,0.19,150,"9001","Bidart complex_0 to 2 percent slopes",1058
30,"Bidart","Yes",1652103,26336800,64.5,NA,0.19,150,"9001","Bidart complex_0 to 2 percent slopes",1058
2,"Hellhole","No",1652103,26336801,400,NA,0.6,300,"9001","Bidart complex_0 to 2 percent slopes",1058
5,"Tahoe","No",1652103,26336802,28,28.9,0.2,117,"9001","Bidart complex_0 to 2 percent slopes",1058
5,"Tahoe","No",1652103,26336803,59.2,28.01,0.17,150,"9001","Bidart complex_0 to 2 percent slopes",1058
3,"Water","No",1652103,26336804,NA,NA,NA,NA,"9001","Bidart complex_0 to 2 percent slopes",1058
5,"Watah","No",1652103,26336805,124,36,0.26,160,"9001","Bidart complex_0 to 2 percent slopes",1058
5,"Tahoe","No",1652104,26336806,28,28.9,0.2,117,"7041","Tahoe complex_0 to 2 percent slopes",2241
5,"Watah","No",1652104,26336807,124,36,0.26,160,"7041","Tahoe complex_0 to 2 percent slopes",2241
10,"Marla","No",1652104,26336808,87.52,4.4,0.16,173,"7041","Tahoe complex_0 to 2 percent slopes",2241
55,"Tahoe","Yes",1652104,26336809,59.2,28.01,0.17,150,"7041","Tahoe complex_0 to 2 percent slopes",2241
25,"Tahoe","Yes",1652104,26336810,28,28.9,0.2,117,"7041","Tahoe complex_0 to 2 percent slopes",2241
1,"Oxyaquic Cryorthents","No",1652105,26336811,55,7.48,0.06,284,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
10,"Sky","No",1652105,26336812,55.2,24.64,0.11,152,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
1,"Lithnip","No",1652105,26336813,9.58,12.5,0.05,38,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
1,"Meiss","No",1652105,26336814,18.48,NA,0.13,58,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
55,"Melody","Yes",1652105,26336815,70,20.77,0.08,63,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
2,"Wardcreek","No",1652105,26336816,50,NA,0.08,89,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
5,"Mountrose","No",1652105,26336817,16.14,12.38,0.1,150,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
25,"Rock outcrop","Yes",1652105,26336818,NA,NA,NA,NA,"9141","Melody-Rock Outcrop complex_9 to 30 percent slopes",351
10,"Sky","No",1652106,26336819,55.2,24.64,0.11,86,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
1,"Oxyaquic Cryorthents","No",1652106,26336820,55,7.48,0.06,284,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
1,"Lithnip","No",1652106,26336821,9.58,12.5,0.05,38,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
1,"Meiss","No",1652106,26336822,18.48,NA,0.13,58,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
55,"Melody","Yes",1652106,26336823,70,20.77,0.08,63,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
2,"Wardcreek","No",1652106,26336824,50,NA,0.08,89,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
5,"Mountrose","No",1652106,26336825,16.14,12.38,0.1,150,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
25,"Rock outcrop","Yes",1652106,26336826,NA,NA,NA,NA,"9142","Melody-Rock Outcrop complex_30 to 50 percent slopes",842
10,"Sky","No",1652107,26336827,55.2,24.64,0.11,86,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
1,"Oxyaquic Cryorthents","No",1652107,26336828,55,7.48,0.06,284,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
1,"Lithnip","No",1652107,26336829,9.58,12.5,0.05,38,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
1,"Meiss","No",1652107,26336830,18.48,NA,0.13,58,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
55,"Melody","Yes",1652107,26336831,70,20.77,0.08,63,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
2,"Wardcreek","No",1652107,26336832,50,NA,0.08,89,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
5,"Mountrose","No",1652107,26336833,16.14,12.38,0.1,150,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
25,"Rock outcrop","Yes",1652107,26336834,NA,NA,NA,NA,"9143","Melody-Rock outcrop complex_50 to 70 percent slopes",941
3,"Marla","No",1652108,26336835,87.52,4.4,0.16,173,"7071","Watah peat_0 to 2 percent slopes",1123
9,"Tahoe","No",1652108,26336836,28,28.9,0.2,117,"7071","Watah peat_0 to 2 percent slopes",1123
8,"Tahoe","No",1652108,26336837,28,28.9,0.2,117,"7071","Watah peat_0 to 2 percent slopes",1123
75,"Watah","Yes",1652108,26336838,124,36,0.26,160,"7071","Watah peat_0 to 2 percent slopes",1123
1,"Hellhole","No",1652108,26336839,400,NA,0.6,300,"7071","Watah peat_0 to 2 percent slopes",1123
2,"Bidart","No",1652108,26336840,64.5,NA,0.19,150,"7071","Watah peat_0 to 2 percent slopes",1123
